ASV_numbers,phylum,class,order,family,genus,species
ASV_17982,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV_17983,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV_17984,NA,NA,NA,NA,NA,NA
ASV_17985,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV_17986,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_17987,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus Obscuribacter,NA
ASV_17988,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3 termite group,NA,NA
ASV_17989,Crenarchaeota,Nitrososphaeria,Group 1.1c,NA,NA,NA
ASV_17990,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_17991,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
ASV_17992,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_17993,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
ASV_17994,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV_17995,Chloroflexi,Dehalococcoidia,S085,NA,NA,NA
ASV_17996,NA,NA,NA,NA,NA,NA
ASV_17997,NA,NA,NA,NA,NA,NA
ASV_17998,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
ASV_17999,Bacteroidota,SJA-28,NA,NA,NA,NA
ASV_18000,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA
ASV_18001,NA,NA,NA,NA,NA,NA
ASV_18002,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_18003,Acidobacteriota,Blastocatellia,45597,NA,NA,NA
ASV_18004,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_18005,NA,NA,NA,NA,NA,NA
ASV_18006,NA,NA,NA,NA,NA,NA
ASV_18007,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV_18008,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_18009,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
ASV_18010,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_18011,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV_18012,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
ASV_18013,NA,NA,NA,NA,NA,NA
ASV_18014,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
ASV_18015,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18016,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_18017,Acidobacteriota,Acidobacteriae,NA,NA,NA,NA
ASV_18018,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA,NA
ASV_18019,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
ASV_18020,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV_18021,NA,NA,NA,NA,NA,NA
ASV_18022,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29,NA
ASV_18023,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,NA
ASV_18024,NA,NA,NA,NA,NA,NA
ASV_18025,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV_18026,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,NA
ASV_18027,NA,NA,NA,NA,NA,NA
ASV_18028,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
ASV_18029,NA,NA,NA,NA,NA,NA
ASV_18030,NA,NA,NA,NA,NA,NA
ASV_18031,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,NA
ASV_18032,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_18033,NA,NA,NA,NA,NA,NA
ASV_18034,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_18035,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18036,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_18037,NA,NA,NA,NA,NA,NA
ASV_18038,NA,NA,NA,NA,NA,NA
ASV_18039,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_18040,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_18041,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_18042,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
ASV_18043,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
ASV_18044,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
ASV_18045,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_18046,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV_18047,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,NA
ASV_18048,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_18049,NA,NA,NA,NA,NA,NA
ASV_18050,NA,NA,NA,NA,NA,NA
ASV_18051,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
ASV_18052,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
ASV_18053,NA,NA,NA,NA,NA,NA
ASV_18054,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
ASV_18055,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,NA,NA
ASV_18056,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
ASV_18057,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_18058,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV_18059,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
ASV_18060,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
ASV_18061,NA,NA,NA,NA,NA,NA
ASV_18062,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_18063,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_18064,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA,NA
ASV_18065,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_18066,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_18067,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_18068,NA,NA,NA,NA,NA,NA
ASV_18069,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
ASV_18070,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_18071,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_18072,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
ASV_18073,Acidobacteriota,Blastocatellia,45597,NA,NA,NA
ASV_18074,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_18075,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_18076,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_18077,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18078,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_18079,NA,NA,NA,NA,NA,NA
ASV_18080,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV_18081,NA,NA,NA,NA,NA,NA
ASV_18082,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_18083,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_18084,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_18085,Actinobacteriota,NA,NA,NA,NA,NA
ASV_18086,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
ASV_18087,NA,NA,NA,NA,NA,NA
ASV_18088,Proteobacteria,Gammaproteobacteria,Xanthomonadales,NA,NA,NA
ASV_18089,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_18090,Planctomycetota,OM190,NA,NA,NA,NA
ASV_18091,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18092,Elusimicrobiota,Lineage IIb,NA,NA,NA,NA
ASV_18093,Acidobacteriota,Acidobacteriae,NA,NA,Paludibaculum,NA
ASV_18094,NA,NA,NA,NA,NA,NA
ASV_18095,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
ASV_18096,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV_18097,Myxococcota,Polyangia,Polyangiales,NA,NA,NA
ASV_18098,NA,NA,NA,NA,NA,NA
ASV_18099,NA,NA,NA,NA,NA,NA
ASV_18100,NA,NA,NA,NA,NA,NA
ASV_18101,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_18102,NA,NA,NA,NA,NA,NA
ASV_18103,Firmicutes,Bacilli,Bacillales,NA,NA,NA
ASV_18104,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,NA
ASV_18105,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_18106,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV_18107,NA,NA,NA,NA,NA,NA
ASV_18108,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,NA
ASV_18109,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18110,NA,NA,NA,NA,NA,NA
ASV_18111,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
ASV_18112,NA,NA,NA,NA,NA,NA
ASV_18113,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_18114,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_18115,Planctomycetota,vadinHA49,NA,NA,NA,NA
ASV_18116,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,NA
ASV_18117,NA,NA,NA,NA,NA,NA
ASV_18118,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18119,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_18120,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_18121,NA,NA,NA,NA,NA,NA
ASV_18122,NA,NA,NA,NA,NA,NA
ASV_18123,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,NA
ASV_18124,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_18125,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_18126,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_18127,NA,NA,NA,NA,NA,NA
ASV_18128,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57 soil group,NA,NA,NA
ASV_18129,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
ASV_18130,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
ASV_18131,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
ASV_18132,NA,NA,NA,NA,NA,NA
ASV_18133,NA,NA,NA,NA,NA,NA
ASV_18134,NA,NA,NA,NA,NA,NA
ASV_18135,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,NA,NA
ASV_18136,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_18137,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV_18138,NA,NA,NA,NA,NA,NA
ASV_18139,NA,NA,NA,NA,NA,NA
ASV_18140,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV_18141,Chloroflexi,JG30-KF-CM66,NA,NA,NA,NA
ASV_18142,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,NA
ASV_18143,Patescibacteria,Parcubacteria,Candidatus Adlerbacteria,NA,NA,NA
ASV_18144,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18145,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_18146,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA
ASV_18147,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV_18148,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
ASV_18149,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
ASV_18150,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_18151,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_18152,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_18153,Planctomycetota,Phycisphaerae,CCM11a,NA,NA,NA
ASV_18154,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA
ASV_18155,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_18156,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1,NA
ASV_18157,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_18158,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA
ASV_18159,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV_18160,Myxococcota,bacteriap25,NA,NA,NA,NA
ASV_18161,NA,NA,NA,NA,NA,NA
ASV_18162,Patescibacteria,Microgenomatia,Candidatus Collierbacteria,NA,NA,NA
ASV_18163,Bacteroidota,SJA-28,NA,NA,NA,NA
ASV_18164,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_18165,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_18166,NA,NA,NA,NA,NA,NA
ASV_18167,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18168,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18169,NA,NA,NA,NA,NA,NA
ASV_18170,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
ASV_18171,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_18172,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_18173,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,NA
ASV_18174,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV_18175,NA,NA,NA,NA,NA,NA
ASV_18176,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,NA
ASV_18177,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA,NA
ASV_18178,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Candidatus Nitrosotalea,NA
ASV_18179,Patescibacteria,Parcubacteria,NA,NA,NA,NA
ASV_18180,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_18181,WPS-2,NA,NA,NA,NA,NA
ASV_18182,NA,NA,NA,NA,NA,NA
ASV_18183,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_18184,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
ASV_18185,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV_18186,Firmicutes,Bacilli,NA,NA,NA,NA
ASV_18187,Chloroflexi,Gitt-GS-136,NA,NA,NA,NA
ASV_18188,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
ASV_18189,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
ASV_18190,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_18191,NA,NA,NA,NA,NA,NA
ASV_18192,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_18193,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV_18194,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
ASV_18195,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
ASV_18196,NA,NA,NA,NA,NA,NA
ASV_18197,NA,NA,NA,NA,NA,NA
ASV_18198,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV_18199,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_18200,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_18201,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA
ASV_18202,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_18203,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_18204,NA,NA,NA,NA,NA,NA
ASV_18205,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_18206,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
ASV_18207,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_18208,NA,NA,NA,NA,NA,NA
ASV_18209,Elusimicrobiota,Lineage IIb,NA,NA,NA,NA
ASV_18210,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_18211,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV_18212,NA,NA,NA,NA,NA,NA
ASV_18213,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
ASV_18214,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
ASV_18215,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_18216,FCPU426,NA,NA,NA,NA,NA
ASV_18217,NA,NA,NA,NA,NA,NA
ASV_18218,NA,NA,NA,NA,NA,NA
ASV_18219,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA
ASV_18220,NA,NA,NA,NA,NA,NA
ASV_18221,NA,NA,NA,NA,NA,NA
ASV_18222,NA,NA,NA,NA,NA,NA
ASV_18223,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_18224,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA
ASV_18225,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA
ASV_18226,NA,NA,NA,NA,NA,NA
ASV_18227,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_18228,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_18229,NA,NA,NA,NA,NA,NA
ASV_18230,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
ASV_18231,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,NA
ASV_18232,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV_18233,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Alterococcus,NA
ASV_18234,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,Oligoflexus,NA
ASV_18235,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV_18236,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18237,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV_18238,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV_18239,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
ASV_18240,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
ASV_18241,Actinobacteriota,Thermoleophilia,NA,NA,NA,NA
ASV_18242,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV_18243,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_18244,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
ASV_18245,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_18246,NA,NA,NA,NA,NA,NA
ASV_18247,NA,NA,NA,NA,NA,NA
ASV_18248,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_18249,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_18250,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_18251,WPS-2,NA,NA,NA,NA,NA
ASV_18252,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV_18253,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
ASV_18254,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_18255,FCPU426,NA,NA,NA,NA,NA
ASV_18256,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
ASV_18257,NA,NA,NA,NA,NA,NA
ASV_18258,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Acidibacter,NA
ASV_18259,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,NA
ASV_18260,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Acidibacter,NA
ASV_18261,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA
ASV_18262,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
ASV_18263,NA,NA,NA,NA,NA,NA
ASV_18264,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV_18265,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,NA,NA,NA
ASV_18266,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18267,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_18268,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
ASV_18269,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_18270,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV_18271,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_18272,NA,NA,NA,NA,NA,NA
ASV_18273,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,NA,NA
ASV_18274,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,NA,NA
ASV_18275,NA,NA,NA,NA,NA,NA
ASV_18276,Crenarchaeota,Bathyarchaeia,NA,NA,NA,NA
ASV_18277,NA,NA,NA,NA,NA,NA
ASV_18278,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_18279,NA,NA,NA,NA,NA,NA
ASV_18280,NA,NA,NA,NA,NA,NA
ASV_18281,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
ASV_18282,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,NA
ASV_18283,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_18284,Bacteroidota,SJA-28,NA,NA,NA,NA
ASV_18285,Bacteroidota,SJA-28,NA,NA,NA,NA
ASV_18286,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
ASV_18287,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_18288,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
ASV_18289,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV_18290,NA,NA,NA,NA,NA,NA
ASV_18291,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_18292,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_18293,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,NA,NA
ASV_18294,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
ASV_18295,NA,NA,NA,NA,NA,NA
ASV_18296,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV_18297,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
ASV_18298,Patescibacteria,Parcubacteria,Candidatus Adlerbacteria,NA,NA,NA
ASV_18299,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,NA
ASV_18300,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,NA
ASV_18301,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_18302,Planctomycetota,OM190,NA,NA,NA,NA
ASV_18303,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_18304,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_18305,NA,NA,NA,NA,NA,NA
ASV_18306,NA,NA,NA,NA,NA,NA
ASV_18307,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
